date,country,value,source,indicator
2022-05-07,Central African Republic,36.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-08,Central African Republic,36.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-09,Central African Republic,36.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-10,Central African Republic,36.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-11,Central African Republic,35.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-12,Central African Republic,35.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-13,Central African Republic,35.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-14,Central African Republic,35.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-15,Central African Republic,33.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-16,Central African Republic,33.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-17,Central African Republic,33.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-18,Central African Republic,33.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-19,Central African Republic,33.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-20,Central African Republic,33.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-21,Central African Republic,32.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-22,Central African Republic,32.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-23,Central African Republic,32.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-24,Central African Republic,32.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-25,Central African Republic,31.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-26,Central African Republic,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-27,Central African Republic,31.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-28,Central African Republic,31.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-29,Central African Republic,31.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-30,Central African Republic,31.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-31,Central African Republic,31.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-01,Central African Republic,30.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-02,Central African Republic,30.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-03,Central African Republic,30.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-04,Central African Republic,30.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-05,Central African Republic,30.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-06,Central African Republic,30.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-07,Central African Republic,30.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-08,Central African Republic,30.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-09,Central African Republic,30.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-10,Central African Republic,29.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-11,Central African Republic,29.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-12,Central African Republic,29.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-13,Central African Republic,29.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-14,Central African Republic,29.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-15,Central African Republic,29.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-16,Central African Republic,28.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-17,Central African Republic,28.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-18,Central African Republic,28.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-19,Central African Republic,28.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-20,Central African Republic,28.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-21,Central African Republic,28.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-22,Central African Republic,28.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-23,Central African Republic,28.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-24,Central African Republic,28.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-25,Central African Republic,28.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-26,Central African Republic,28.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-27,Central African Republic,28.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-28,Central African Republic,28.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-29,Central African Republic,28.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-30,Central African Republic,28.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-01,Central African Republic,30.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-02,Central African Republic,30.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-03,Central African Republic,30.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-04,Central African Republic,30.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-05,Central African Republic,30.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-06,Central African Republic,30.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-07,Central African Republic,30.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-08,Central African Republic,30.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-09,Central African Republic,30.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-10,Central African Republic,30.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-11,Central African Republic,30.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-12,Central African Republic,30.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-13,Central African Republic,30.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-14,Central African Republic,33.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-15,Central African Republic,33.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-16,Central African Republic,33.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-17,Central African Republic,33.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-18,Central African Republic,33.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-19,Central African Republic,34.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-20,Central African Republic,34.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-21,Central African Republic,34.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-22,Central African Republic,34.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-23,Central African Republic,34.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-24,Central African Republic,34.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-25,Central African Republic,34.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-26,Central African Republic,34.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-27,Central African Republic,34.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-28,Central African Republic,34.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-29,Central African Republic,34.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-30,Central African Republic,35.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-31,Central African Republic,35.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-01,Central African Republic,35.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-02,Central African Republic,35.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-03,Central African Republic,35.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-04,Central African Republic,35.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-05,Central African Republic,35.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-06,Central African Republic,36.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-07,Central African Republic,36.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-08,Central African Republic,36.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-09,Central African Republic,36.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-10,Central African Republic,36.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-11,Central African Republic,37.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-12,Central African Republic,37.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-13,Central African Republic,37.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-14,Central African Republic,36.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-15,Central African Republic,36.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-16,Central African Republic,36.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-01,Chad,17.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-02,Chad,17.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-03,Chad,17.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-04,Chad,17.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-05,Chad,18.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-06,Chad,18.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-07,Chad,18.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-08,Chad,18.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-09,Chad,17.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-10,Chad,17.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-11,Chad,17.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-12,Chad,17.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-13,Chad,17.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-14,Chad,17.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-15,Chad,18.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-16,Chad,18.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-17,Chad,18.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-18,Chad,18.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-19,Chad,18.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-20,Chad,18.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-21,Chad,18.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-22,Chad,18.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-23,Chad,18.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-24,Chad,18.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-25,Chad,18.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-26,Chad,18.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-27,Chad,18.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-28,Chad,18.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-29,Chad,19.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-30,Chad,19.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-31,Chad,19.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-01,Chad,19.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-02,Chad,19.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-03,Chad,19.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-04,Chad,19.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-05,Chad,19.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-06,Chad,19.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-07,Chad,19.5,WFP HungerMapLive,% of People with Insufficient food Consumption
