year,name,Africa,America,Asia,"Developing countries, unspecified",Europe,Oceania,note
2014,New Zealand,37.71,7.49,102.96,66.81,1.86,266.61,"<b>Africa:</b> 37.7 million<br><b>America:</b> 7.5 million<br><b>Asia:</b> 103.0 million<br><b>Developing countries, unspecified:</b> 66.8 million<br><b>Europe:</b> 1.9 million<br><b>Oceania:</b> 266.6 million"
2014,Norway,1487.16,389.72,996.06,2014.75,120.89,8.25,"<b>Africa:</b> 1,487.2 million<br><b>America:</b> 389.7 million<br><b>Asia:</b> 996.1 million<br><b>Developing countries, unspecified:</b> 2,014.8 million<br><b>Europe:</b> 120.9 million<br><b>Oceania:</b> 8.2 million"
2014,Poland,182.03,21.3,56.32,35.65,153.8,1.95,"<b>Africa:</b> 182.0 million<br><b>America:</b> 21.3 million<br><b>Asia:</b> 56.3 million<br><b>Developing countries, unspecified:</b> 35.7 million<br><b>Europe:</b> 153.8 million<br><b>Oceania:</b> 1.9 million"
2014,Portugal,268.33,16.42,57.71,29.64,54.44,0.96,"<b>Africa:</b> 268.3 million<br><b>America:</b> 16.4 million<br><b>Asia:</b> 57.7 million<br><b>Developing countries, unspecified:</b> 29.6 million<br><b>Europe:</b> 54.4 million<br><b>Oceania:</b> 1.0 million"
2014,Slovakia,27.61,3.83,13.04,12.66,24.96,0.34,"<b>Africa:</b> 27.6 million<br><b>America:</b> 3.8 million<br><b>Asia:</b> 13.0 million<br><b>Developing countries, unspecified:</b> 12.7 million<br><b>Europe:</b> 25.0 million<br><b>Oceania:</b> 0.3 million"
2014,Slovenia,16.13,2.58,7.96,11.04,23.52,0.23,"<b>Africa:</b> 16.1 million<br><b>America:</b> 2.6 million<br><b>Asia:</b> 8.0 million<br><b>Developing countries, unspecified:</b> 11.0 million<br><b>Europe:</b> 23.5 million<br><b>Oceania:</b> 0.2 million"
2014,South Korea,508.88,130.83,923.33,247.52,17.94,10.73,"<b>Africa:</b> 508.9 million<br><b>America:</b> 130.8 million<br><b>Asia:</b> 923.3 million<br><b>Developing countries, unspecified:</b> 247.5 million<br><b>Europe:</b> 17.9 million<br><b>Oceania:</b> 10.7 million"
2014,Spain,712.57,127.83,295.37,334.61,316.88,7.6,"<b>Africa:</b> 712.6 million<br><b>America:</b> 127.8 million<br><b>Asia:</b> 295.4 million<br><b>Developing countries, unspecified:</b> 334.6 million<br><b>Europe:</b> 316.9 million<br><b>Oceania:</b> 7.6 million"
2014,Sweden,1923.35,246.29,1135.72,2558.37,337.44,13.98,"<b>Africa:</b> 1,923.3 million<br><b>America:</b> 246.3 million<br><b>Asia:</b> 1,135.7 million<br><b>Developing countries, unspecified:</b> 2,558.4 million<br><b>Europe:</b> 337.4 million<br><b>Oceania:</b> 14.0 million"
2014,Switzerland,994.37,255.84,819.38,1150.07,251.87,4.52,"<b>Africa:</b> 994.4 million<br><b>America:</b> 255.8 million<br><b>Asia:</b> 819.4 million<br><b>Developing countries, unspecified:</b> 1,150.1 million<br><b>Europe:</b> 251.9 million<br><b>Oceania:</b> 4.5 million"
2014,United Kingdom,8101.34,426.84,5407.93,4148.5,770.05,53.8,"<b>Africa:</b> 8,101.3 million<br><b>America:</b> 426.8 million<br><b>Asia:</b> 5,407.9 million<br><b>Developing countries, unspecified:</b> 4,148.5 million<br><b>Europe:</b> 770.0 million<br><b>Oceania:</b> 53.8 million"
2014,United States,12093.59,2067.95,9262.36,8524.6,739.19,223.89,"<b>Africa:</b> 12,093.6 million<br><b>America:</b> 2,067.9 million<br><b>Asia:</b> 9,262.4 million<br><b>Developing countries, unspecified:</b> 8,524.6 million<br><b>Europe:</b> 739.2 million<br><b>Oceania:</b> 223.9 million"
2015,Australia,362.85,44.94,1446.76,727.07,22.31,861.07,"<b>Africa:</b> 362.9 million<br><b>America:</b> 44.9 million<br><b>Asia:</b> 1,446.8 million<br><b>Developing countries, unspecified:</b> 727.1 million<br><b>Europe:</b> 22.3 million<br><b>Oceania:</b> 861.1 million"
2015,Austria,294.91,49.98,229.87,546.23,187.32,5.49,"<b>Africa:</b> 294.9 million<br><b>America:</b> 50.0 million<br><b>Asia:</b> 229.9 million<br><b>Developing countries, unspecified:</b> 546.2 million<br><b>Europe:</b> 187.3 million<br><b>Oceania:</b> 5.5 million"
2015,Belgium,742.11,116.65,271.92,596.4,149.65,6.27,"<b>Africa:</b> 742.1 million<br><b>America:</b> 116.7 million<br><b>Asia:</b> 271.9 million<br><b>Developing countries, unspecified:</b> 596.4 million<br><b>Europe:</b> 149.7 million<br><b>Oceania:</b> 6.3 million"
2015,Canada,1754.66,434.46,1318.08,392.76,294.86,15.13,"<b>Africa:</b> 1,754.7 million<br><b>America:</b> 434.5 million<br><b>Asia:</b> 1,318.1 million<br><b>Developing countries, unspecified:</b> 392.8 million<br><b>Europe:</b> 294.9 million<br><b>Oceania:</b> 15.1 million"
2015,Czech Republic,51.82,9.85,49.71,31.18,53.09,0.95,"<b>Africa:</b> 51.8 million<br><b>America:</b> 9.8 million<br><b>Asia:</b> 49.7 million<br><b>Developing countries, unspecified:</b> 31.2 million<br><b>Europe:</b> 53.1 million<br><b>Oceania:</b> 0.9 million"
2015,Denmark,699.24,72.97,470.17,1167.28,123.79,5.21,"<b>Africa:</b> 699.2 million<br><b>America:</b> 73.0 million<br><b>Asia:</b> 470.2 million<br><b>Developing countries, unspecified:</b> 1,167.3 million<br><b>Europe:</b> 123.8 million<br><b>Oceania:</b> 5.2 million"
2015,EU Institutions,5256.67,1050.34,3016.9,916.62,3311.64,111.79,"<b>Africa:</b> 5,256.7 million<br><b>America:</b> 1,050.3 million<br><b>Asia:</b> 3,016.9 million<br><b>Developing countries, unspecified:</b> 916.6 million<br><b>Europe:</b> 3,311.6 million<br><b>Oceania:</b> 111.8 million"
2015,Finland,505.54,58.13,326.4,269.08,82.82,5.14,"<b>Africa:</b> 505.5 million<br><b>America:</b> 58.1 million<br><b>Asia:</b> 326.4 million<br><b>Developing countries, unspecified:</b> 269.1 million<br><b>Europe:</b> 82.8 million<br><b>Oceania:</b> 5.1 million"
2015,France,3863.39,1354.87,1605.67,1396.63,579.1,152.06,"<b>Africa:</b> 3,863.4 million<br><b>America:</b> 1,354.9 million<br><b>Asia:</b> 1,605.7 million<br><b>Developing countries, unspecified:</b> 1,396.6 million<br><b>Europe:</b> 579.1 million<br><b>Oceania:</b> 152.1 million"
2015,Germany,4480.48,1382.67,4589.1,5300.64,1855.38,57.27,"<b>Africa:</b> 4,480.5 million<br><b>America:</b> 1,382.7 million<br><b>Asia:</b> 4,589.1 million<br><b>Developing countries, unspecified:</b> 5,300.6 million<br><b>Europe:</b> 1,855.4 million<br><b>Oceania:</b> 57.3 million"
2015,Greece,61.17,12.76,36.68,74.08,51.5,1.22,"<b>Africa:</b> 61.2 million<br><b>America:</b> 12.8 million<br><b>Asia:</b> 36.7 million<br><b>Developing countries, unspecified:</b> 74.1 million<br><b>Europe:</b> 51.5 million<br><b>Oceania:</b> 1.2 million"
2015,Hungary,39.9,8.19,39.97,27.3,31.23,0.72,"<b>Africa:</b> 39.9 million<br><b>America:</b> 8.2 million<br><b>Asia:</b> 40.0 million<br><b>Developing countries, unspecified:</b> 27.3 million<br><b>Europe:</b> 31.2 million<br><b>Oceania:</b> 0.7 million"
2015,Iceland,16.9,0.39,6.71,14.4,1.21,0.06,"<b>Africa:</b> 16.9 million<br><b>America:</b> 0.4 million<br><b>Asia:</b> 6.7 million<br><b>Developing countries, unspecified:</b> 14.4 million<br><b>Europe:</b> 1.2 million<br><b>Oceania:</b> 0.1 million"
2015,Ireland,387.69,26.27,123.79,126.15,46.75,2.35,"<b>Africa:</b> 387.7 million<br><b>America:</b> 26.3 million<br><b>Asia:</b> 123.8 million<br><b>Developing countries, unspecified:</b> 126.2 million<br><b>Europe:</b> 46.8 million<br><b>Oceania:</b> 2.4 million"
2015,Italy,1073.4,179.01,754.37,1314.31,472.95,18.0,"<b>Africa:</b> 1,073.4 million<br><b>America:</b> 179.0 million<br><b>Asia:</b> 754.4 million<br><b>Developing countries, unspecified:</b> 1,314.3 million<br><b>Europe:</b> 472.9 million<br><b>Oceania:</b> 18.0 million"
2015,Japan,3034.06,106.03,3694.53,1855.23,49.41,144.11,"<b>Africa:</b> 3,034.1 million<br><b>America:</b> 106.0 million<br><b>Asia:</b> 3,694.5 million<br><b>Developing countries, unspecified:</b> 1,855.2 million<br><b>Europe:</b> 49.4 million<br><b>Oceania:</b> 144.1 million"
2015,Luxembourg,168.06,26.84,86.19,62.77,16.85,1.05,"<b>Africa:</b> 168.1 million<br><b>America:</b> 26.8 million<br><b>Asia:</b> 86.2 million<br><b>Developing countries, unspecified:</b> 62.8 million<br><b>Europe:</b> 16.9 million<br><b>Oceania:</b> 1.1 million"
2015,Netherlands,1370.51,100.47,731.22,3182.35,296.63,12.64,"<b>Africa:</b> 1,370.5 million<br><b>America:</b> 100.5 million<br><b>Asia:</b> 731.2 million<br><b>Developing countries, unspecified:</b> 3,182.4 million<br><b>Europe:</b> 296.6 million<br><b>Oceania:</b> 12.6 million"
2015,New Zealand,33.45,9.95,96.16,56.96,1.88,228.43,"<b>Africa:</b> 33.5 million<br><b>America:</b> 9.9 million<br><b>Asia:</b> 96.2 million<br><b>Developing countries, unspecified:</b> 57.0 million<br><b>Europe:</b> 1.9 million<br><b>Oceania:</b> 228.4 million"
2015,Norway,1111.14,275.75,854.63,1822.36,112.55,9.13,"<b>Africa:</b> 1,111.1 million<br><b>America:</b> 275.8 million<br><b>Asia:</b> 854.6 million<br><b>Developing countries, unspecified:</b> 1,822.4 million<br><b>Europe:</b> 112.5 million<br><b>Oceania:</b> 9.1 million"
2015,Poland,166.46,24.55,67.39,44.62,135.0,2.52,"<b>Africa:</b> 166.5 million<br><b>America:</b> 24.6 million<br><b>Asia:</b> 67.4 million<br><b>Developing countries, unspecified:</b> 44.6 million<br><b>Europe:</b> 135.0 million<br><b>Oceania:</b> 2.5 million"
2015,Portugal,163.54,17.26,50.76,31.13,42.31,1.17,"<b>Africa:</b> 163.5 million<br><b>America:</b> 17.3 million<br><b>Asia:</b> 50.8 million<br><b>Developing countries, unspecified:</b> 31.1 million<br><b>Europe:</b> 42.3 million<br><b>Oceania:</b> 1.2 million"
2015,Slovakia,27.06,4.87,17.16,12.3,22.95,0.49,"<b>Africa:</b> 27.1 million<br><b>America:</b> 4.9 million<br><b>Asia:</b> 17.2 million<br><b>Developing countries, unspecified:</b> 12.3 million<br><b>Europe:</b> 22.9 million<br><b>Oceania:</b> 0.5 million"
2015,Slovenia,14.31,2.91,9.19,15.01,21.48,0.28,"<b>Africa:</b> 14.3 million<br><b>America:</b> 2.9 million<br><b>Asia:</b> 9.2 million<br><b>Developing countries, unspecified:</b> 15.0 million<br><b>Europe:</b> 21.5 million<br><b>Oceania:</b> 0.3 million"
2015,South Korea,509.87,126.08,920.38,257.68,2.33,13.39,"<b>Africa:</b> 509.9 million<br><b>America:</b> 126.1 million<br><b>Asia:</b> 920.4 million<br><b>Developing countries, unspecified:</b> 257.7 million<br><b>Europe:</b> 2.3 million<br><b>Oceania:</b> 13.4 million"
2015,Spain,380.59,196.61,194.31,365.56,235.03,7.87,"<b>Africa:</b> 380.6 million<br><b>America:</b> 196.6 million<br><b>Asia:</b> 194.3 million<br><b>Developing countries, unspecified:</b> 365.6 million<br><b>Europe:</b> 235.0 million<br><b>Oceania:</b> 7.9 million"
2015,Sweden,1659.28,186.83,938.86,3514.08,291.57,11.54,"<b>Africa:</b> 1,659.3 million<br><b>America:</b> 186.8 million<br><b>Asia:</b> 938.9 million<br><b>Developing countries, unspecified:</b> 3,514.1 million<br><b>Europe:</b> 291.6 million<br><b>Oceania:</b> 11.5 million"
2015,Switzerland,1012.47,259.25,864.9,1090.54,202.79,6.7,"<b>Africa:</b> 1,012.5 million<br><b>America:</b> 259.2 million<br><b>Asia:</b> 864.9 million<br><b>Developing countries, unspecified:</b> 1,090.5 million<br><b>Europe:</b> 202.8 million<br><b>Oceania:</b> 6.7 million"
2015,United Kingdom,7315.79,535.93,4885.39,4394.45,745.58,55.09,"<b>Africa:</b> 7,315.8 million<br><b>America:</b> 535.9 million<br><b>Asia:</b> 4,885.4 million<br><b>Developing countries, unspecified:</b> 4,394.4 million<br><b>Europe:</b> 745.6 million<br><b>Oceania:</b> 55.1 million"
2015,United States,11416.96,2245.69,7996.27,8279.99,705.18,169.74,"<b>Africa:</b> 11,417.0 million<br><b>America:</b> 2,245.7 million<br><b>Asia:</b> 7,996.3 million<br><b>Developing countries, unspecified:</b> 8,280.0 million<br><b>Europe:</b> 705.2 million<br><b>Oceania:</b> 169.7 million"
2016,Australia,357.99,37.7,1153.43,683.32,13.94,749.05,"<b>Africa:</b> 358.0 million<br><b>America:</b> 37.7 million<br><b>Asia:</b> 1,153.4 million<br><b>Developing countries, unspecified:</b> 683.3 million<br><b>Europe:</b> 13.9 million<br><b>Oceania:</b> 749.0 million"
2016,Austria,336.52,61.49,254.55,706.86,230.27,5.66,"<b>Africa:</b> 336.5 million<br><b>America:</b> 61.5 million<br><b>Asia:</b> 254.5 million<br><b>Developing countries, unspecified:</b> 706.9 million<br><b>Europe:</b> 230.3 million<br><b>Oceania:</b> 5.7 million"
2016,Belgium,815.03,136.52,304.38,774.63,248.1,7.99,"<b>Africa:</b> 815.0 million<br><b>America:</b> 136.5 million<br><b>Asia:</b> 304.4 million<br><b>Developing countries, unspecified:</b> 774.6 million<br><b>Europe:</b> 248.1 million<br><b>Oceania:</b> 8.0 million"
2016,Canada,1575.77,464.34,1105.8,580.73,110.78,25.05,"<b>Africa:</b> 1,575.8 million<br><b>America:</b> 464.3 million<br><b>Asia:</b> 1,105.8 million<br><b>Developing countries, unspecified:</b> 580.7 million<br><b>Europe:</b> 110.8 million<br><b>Oceania:</b> 25.1 million"
2016,Czech Republic,74.66,12.68,61.58,39.73,69.56,1.03,"<b>Africa:</b> 74.7 million<br><b>America:</b> 12.7 million<br><b>Asia:</b> 61.6 million<br><b>Developing countries, unspecified:</b> 39.7 million<br><b>Europe:</b> 69.6 million<br><b>Oceania:</b> 1.0 million"
2016,Denmark,769.91,69.69,408.97,993.39,116.26,4.75,"<b>Africa:</b> 769.9 million<br><b>America:</b> 69.7 million<br><b>Asia:</b> 409.0 million<br><b>Developing countries, unspecified:</b> 993.4 million<br><b>Europe:</b> 116.3 million<br><b>Oceania:</b> 4.8 million"
2016,EU Institutions,6526.67,1125.7,3729.36,1151.48,4497.04,73.54,"<b>Africa:</b> 6,526.7 million<br><b>America:</b> 1,125.7 million<br><b>Asia:</b> 3,729.4 million<br><b>Developing countries, unspecified:</b> 1,151.5 million<br><b>Europe:</b> 4,497.0 million<br><b>Oceania:</b> 73.5 million"
2016,Finland,356.92,41.78,262.57,300.24,92.32,3.62,"<b>Africa:</b> 356.9 million<br><b>America:</b> 41.8 million<br><b>Asia:</b> 262.6 million<br><b>Developing countries, unspecified:</b> 300.2 million<br><b>Europe:</b> 92.3 million<br><b>Oceania:</b> 3.6 million"
2016,France,3914.21,1091.12,1778.94,1699.37,916.12,123.49,"<b>Africa:</b> 3,914.2 million<br><b>America:</b> 1,091.1 million<br><b>Asia:</b> 1,778.9 million<br><b>Developing countries, unspecified:</b> 1,699.4 million<br><b>Europe:</b> 916.1 million<br><b>Oceania:</b> 123.5 million"
2016,Germany,5541.43,1850.2,5995.82,9357.5,1584.66,71.27,"<b>Africa:</b> 5,541.4 million<br><b>America:</b> 1,850.2 million<br><b>Asia:</b> 5,995.8 million<br><b>Developing countries, unspecified:</b> 9,357.5 million<br><b>Europe:</b> 1,584.7 million<br><b>Oceania:</b> 71.3 million"
2016,Greece,74.54,13.06,41.52,167.71,68.75,0.86,"<b>Africa:</b> 74.5 million<br><b>America:</b> 13.1 million<br><b>Asia:</b> 41.5 million<br><b>Developing countries, unspecified:</b> 167.7 million<br><b>Europe:</b> 68.8 million<br><b>Oceania:</b> 0.9 million"
2016,Hungary,58.48,9.54,50.21,22.4,52.63,0.95,"<b>Africa:</b> 58.5 million<br><b>America:</b> 9.5 million<br><b>Asia:</b> 50.2 million<br><b>Developing countries, unspecified:</b> 22.4 million<br><b>Europe:</b> 52.6 million<br><b>Oceania:</b> 0.9 million"
2016,Iceland,18.85,0.59,9.41,27.38,0.96,0.09,"<b>Africa:</b> 18.9 million<br><b>America:</b> 0.6 million<br><b>Asia:</b> 9.4 million<br><b>Developing countries, unspecified:</b> 27.4 million<br><b>Europe:</b> 1.0 million<br><b>Oceania:</b> 0.1 million"
2016,Ireland,399.03,32.29,144.51,149.13,73.26,2.17,"<b>Africa:</b> 399.0 million<br><b>America:</b> 32.3 million<br><b>Asia:</b> 144.5 million<br><b>Developing countries, unspecified:</b> 149.1 million<br><b>Europe:</b> 73.3 million<br><b>Oceania:</b> 2.2 million"
2016,Italy,1296.58,178.79,730.32,1978.3,645.71,14.96,"<b>Africa:</b> 1,296.6 million<br><b>America:</b> 178.8 million<br><b>Asia:</b> 730.3 million<br><b>Developing countries, unspecified:</b> 1,978.3 million<br><b>Europe:</b> 645.7 million<br><b>Oceania:</b> 15.0 million"
2016,Japan,2997.63,250.87,4345.61,2177.41,367.54,236.58,"<b>Africa:</b> 2,997.6 million<br><b>America:</b> 250.9 million<br><b>Asia:</b> 4,345.6 million<br><b>Developing countries, unspecified:</b> 2,177.4 million<br><b>Europe:</b> 367.5 million<br><b>Oceania:</b> 236.6 million"
2016,Luxembourg,168.53,30.18,87.62,74.33,26.13,0.89,"<b>Africa:</b> 168.5 million<br><b>America:</b> 30.2 million<br><b>Asia:</b> 87.6 million<br><b>Developing countries, unspecified:</b> 74.3 million<br><b>Europe:</b> 26.1 million<br><b>Oceania:</b> 0.9 million"
2016,Netherlands,1490.54,91.92,819.81,2211.28,319.77,12.46,"<b>Africa:</b> 1,490.5 million<br><b>America:</b> 91.9 million<br><b>Asia:</b> 819.8 million<br><b>Developing countries, unspecified:</b> 2,211.3 million<br><b>Europe:</b> 319.8 million<br><b>Oceania:</b> 12.5 million"
2016,New Zealand,30.5,9.14,91.78,58.71,1.97,231.19,"<b>Africa:</b> 30.5 million<br><b>America:</b> 9.1 million<br><b>Asia:</b> 91.8 million<br><b>Developing countries, unspecified:</b> 58.7 million<br><b>Europe:</b> 2.0 million<br><b>Oceania:</b> 231.2 million"
2016,Norway,1071.24,250.46,924.23,1989.87,77.8,11.43,"<b>Africa:</b> 1,071.2 million<br><b>America:</b> 250.5 million<br><b>Asia:</b> 924.2 million<br><b>Developing countries, unspecified:</b> 1,989.9 million<br><b>Europe:</b> 77.8 million<br><b>Oceania:</b> 11.4 million"
2016,Poland,248.47,27.46,97.2,46.79,182.93,2.0,"<b>Africa:</b> 248.5 million<br><b>America:</b> 27.5 million<br><b>Asia:</b> 97.2 million<br><b>Developing countries, unspecified:</b> 46.8 million<br><b>Europe:</b> 182.9 million<br><b>Oceania:</b> 2.0 million"
2016,Portugal,156.02,17.69,73.0,34.47,55.26,0.86,"<b>Africa:</b> 156.0 million<br><b>America:</b> 17.7 million<br><b>Asia:</b> 73.0 million<br><b>Developing countries, unspecified:</b> 34.5 million<br><b>Europe:</b> 55.3 million<br><b>Oceania:</b> 0.9 million"
2016,Slovakia,30.08,5.39,17.25,23.01,28.18,0.31,"<b>Africa:</b> 30.1 million<br><b>America:</b> 5.4 million<br><b>Asia:</b> 17.2 million<br><b>Developing countries, unspecified:</b> 23.0 million<br><b>Europe:</b> 28.2 million<br><b>Oceania:</b> 0.3 million"
2016,Slovenia,19.52,3.42,11.89,17.11,27.66,0.25,"<b>Africa:</b> 19.5 million<br><b>America:</b> 3.4 million<br><b>Asia:</b> 11.9 million<br><b>Developing countries, unspecified:</b> 17.1 million<br><b>Europe:</b> 27.7 million<br><b>Oceania:</b> 0.2 million"
2016,South Korea,598.23,154.38,912.45,287.53,7.1,13.91,"<b>Africa:</b> 598.2 million<br><b>America:</b> 154.4 million<br><b>Asia:</b> 912.5 million<br><b>Developing countries, unspecified:</b> 287.5 million<br><b>Europe:</b> 7.1 million<br><b>Oceania:</b> 13.9 million"
2016,Spain,688.54,2336.42,464.7,321.64,381.29,9.96,"<b>Africa:</b> 688.5 million<br><b>America:</b> 2,336.4 million<br><b>Asia:</b> 464.7 million<br><b>Developing countries, unspecified:</b> 321.6 million<br><b>Europe:</b> 381.3 million<br><b>Oceania:</b> 10.0 million"
2016,Sweden,1519.56,181.87,887.49,1983.35,268.58,12.3,"<b>Africa:</b> 1,519.6 million<br><b>America:</b> 181.9 million<br><b>Asia:</b> 887.5 million<br><b>Developing countries, unspecified:</b> 1,983.4 million<br><b>Europe:</b> 268.6 million<br><b>Oceania:</b> 12.3 million"
2016,Switzerland,961.7,251.68,808.29,1282.4,197.23,9.68,"<b>Africa:</b> 961.7 million<br><b>America:</b> 251.7 million<br><b>Asia:</b> 808.3 million<br><b>Developing countries, unspecified:</b> 1,282.4 million<br><b>Europe:</b> 197.2 million<br><b>Oceania:</b> 9.7 million"
2016,United Kingdom,6986.9,657.57,4740.35,4350.4,895.38,64.07,"<b>Africa:</b> 6,986.9 million<br><b>America:</b> 657.6 million<br><b>Asia:</b> 4,740.4 million<br><b>Developing countries, unspecified:</b> 4,350.4 million<br><b>Europe:</b> 895.4 million<br><b>Oceania:</b> 64.1 million"
2016,United States,13014.2,2265.89,8420.32,9743.35,648.49,161.96,"<b>Africa:</b> 13,014.2 million<br><b>America:</b> 2,265.9 million<br><b>Asia:</b> 8,420.3 million<br><b>Developing countries, unspecified:</b> 9,743.3 million<br><b>Europe:</b> 648.5 million<br><b>Oceania:</b> 162.0 million"
2017,Australia,283.33,30.01,1129.55,597.87,11.17,825.57,"<b>Africa:</b> 283.3 million<br><b>America:</b> 30.0 million<br><b>Asia:</b> 1,129.5 million<br><b>Developing countries, unspecified:</b> 597.9 million<br><b>Europe:</b> 11.2 million<br><b>Oceania:</b> 825.6 million"
2017,Austria,374.05,64.26,280.16,268.36,239.67,6.21,"<b>Africa:</b> 374.0 million<br><b>America:</b> 64.3 million<br><b>Asia:</b> 280.2 million<br><b>Developing countries, unspecified:</b> 268.4 million<br><b>Europe:</b> 239.7 million<br><b>Oceania:</b> 6.2 million"
2017,Belgium,802.22,129.65,286.3,774.65,185.57,7.85,"<b>Africa:</b> 802.2 million<br><b>America:</b> 129.6 million<br><b>Asia:</b> 286.3 million<br><b>Developing countries, unspecified:</b> 774.6 million<br><b>Europe:</b> 185.6 million<br><b>Oceania:</b> 7.9 million"
2017,Canada,1720.68,477.8,1314.68,624.5,82.78,22.32,"<b>Africa:</b> 1,720.7 million<br><b>America:</b> 477.8 million<br><b>Asia:</b> 1,314.7 million<br><b>Developing countries, unspecified:</b> 624.5 million<br><b>Europe:</b> 82.8 million<br><b>Oceania:</b> 22.3 million"
2017,Czech Republic,87.24,17.68,68.51,58.98,69.23,1.92,"<b>Africa:</b> 87.2 million<br><b>America:</b> 17.7 million<br><b>Asia:</b> 68.5 million<br><b>Developing countries, unspecified:</b> 59.0 million<br><b>Europe:</b> 69.2 million<br><b>Oceania:</b> 1.9 million"
2017,Denmark,728.85,98.68,614.09,859.69,126.5,8.81,"<b>Africa:</b> 728.8 million<br><b>America:</b> 98.7 million<br><b>Asia:</b> 614.1 million<br><b>Developing countries, unspecified:</b> 859.7 million<br><b>Europe:</b> 126.5 million<br><b>Oceania:</b> 8.8 million"
2017,EU Institutions,6492.82,867.93,3883.12,1537.6,3518.31,104.86,"<b>Africa:</b> 6,492.8 million<br><b>America:</b> 867.9 million<br><b>Asia:</b> 3,883.1 million<br><b>Developing countries, unspecified:</b> 1,537.6 million<br><b>Europe:</b> 3,518.3 million<br><b>Oceania:</b> 104.9 million"
2017,Finland,372.59,36.06,248.48,311.77,98.63,3.64,"<b>Africa:</b> 372.6 million<br><b>America:</b> 36.1 million<br><b>Asia:</b> 248.5 million<br><b>Developing countries, unspecified:</b> 311.8 million<br><b>Europe:</b> 98.6 million<br><b>Oceania:</b> 3.6 million"
2017,France,4603.23,957.44,2464.52,1910.32,1153.12,177.64,"<b>Africa:</b> 4,603.2 million<br><b>America:</b> 957.4 million<br><b>Asia:</b> 2,464.5 million<br><b>Developing countries, unspecified:</b> 1,910.3 million<br><b>Europe:</b> 1,153.1 million<br><b>Oceania:</b> 177.6 million"
2017,Germany,5907.38,1390.68,6325.88,9208.67,1923.43,80.02,"<b>Africa:</b> 5,907.4 million<br><b>America:</b> 1,390.7 million<br><b>Asia:</b> 6,325.9 million<br><b>Developing countries, unspecified:</b> 9,208.7 million<br><b>Europe:</b> 1,923.4 million<br><b>Oceania:</b> 80.0 million"
2017,Greece,82.55,15.61,49.58,92.22,67.08,1.46,"<b>Africa:</b> 82.6 million<br><b>America:</b> 15.6 million<br><b>Asia:</b> 49.6 million<br><b>Developing countries, unspecified:</b> 92.2 million<br><b>Europe:</b> 67.1 million<br><b>Oceania:</b> 1.5 million"
2017,Hungary,41.13,8.05,40.74,15.56,34.73,0.68,"<b>Africa:</b> 41.1 million<br><b>America:</b> 8.1 million<br><b>Asia:</b> 40.7 million<br><b>Developing countries, unspecified:</b> 15.6 million<br><b>Europe:</b> 34.7 million<br><b>Oceania:</b> 0.7 million"
2017,Iceland,20.56,0.55,8.81,36.49,1.04,0.14,"<b>Africa:</b> 20.6 million<br><b>America:</b> 0.6 million<br><b>Asia:</b> 8.8 million<br><b>Developing countries, unspecified:</b> 36.5 million<br><b>Europe:</b> 1.0 million<br><b>Oceania:</b> 0.1 million"
2017,Ireland,400.56,30.64,130.01,195.43,72.12,2.57,"<b>Africa:</b> 400.6 million<br><b>America:</b> 30.6 million<br><b>Asia:</b> 130.0 million<br><b>Developing countries, unspecified:</b> 195.4 million<br><b>Europe:</b> 72.1 million<br><b>Oceania:</b> 2.6 million"
2017,Italy,1599.07,311.78,914.94,2236.89,594.9,34.99,"<b>Africa:</b> 1,599.1 million<br><b>America:</b> 311.8 million<br><b>Asia:</b> 914.9 million<br><b>Developing countries, unspecified:</b> 2,236.9 million<br><b>Europe:</b> 594.9 million<br><b>Oceania:</b> 35.0 million"
2017,Japan,3316.91,-196.93,5877.85,2022.05,101.25,308.5,"<b>Africa:</b> 3,316.9 million<br><b>America:</b> -196.9 million<br><b>Asia:</b> 5,877.9 million<br><b>Developing countries, unspecified:</b> 2,022.1 million<br><b>Europe:</b> 101.2 million<br><b>Oceania:</b> 308.5 million"
2017,Luxembourg,177.32,29.29,98.96,88.3,22.63,1.11,"<b>Africa:</b> 177.3 million<br><b>America:</b> 29.3 million<br><b>Asia:</b> 99.0 million<br><b>Developing countries, unspecified:</b> 88.3 million<br><b>Europe:</b> 22.6 million<br><b>Oceania:</b> 1.1 million"
2017,Netherlands,1365.75,86.96,622.68,2651.68,178.3,10.88,"<b>Africa:</b> 1,365.8 million<br><b>America:</b> 87.0 million<br><b>Asia:</b> 622.7 million<br><b>Developing countries, unspecified:</b> 2,651.7 million<br><b>Europe:</b> 178.3 million<br><b>Oceania:</b> 10.9 million"
2017,New Zealand,41.87,10.05,95.33,56.83,1.81,225.69,"<b>Africa:</b> 41.9 million<br><b>America:</b> 10.1 million<br><b>Asia:</b> 95.3 million<br><b>Developing countries, unspecified:</b> 56.8 million<br><b>Europe:</b> 1.8 million<br><b>Oceania:</b> 225.7 million"
2017,Norway,1240.11,213.82,969.94,1541.61,86.1,13.22,"<b>Africa:</b> 1,240.1 million<br><b>America:</b> 213.8 million<br><b>Asia:</b> 969.9 million<br><b>Developing countries, unspecified:</b> 1,541.6 million<br><b>Europe:</b> 86.1 million<br><b>Oceania:</b> 13.2 million"
